time,nb_sleeping,nb_switching_on,nb_switching_off,nb_idle,nb_computing
5.0012,0,0,0,510,2
5.0018,0,0,0,509,3
5.0024,0,0,0,505,7
5.003,0,0,0,503,9
5.0036,0,0,0,500,12
5.0042,0,0,0,498,14
5.0048,0,0,0,497,15
5.0054,0,0,0,494,18
5.006,0,0,0,491,21
5.0066,0,0,0,490,22
5.0068,0,0,0,491,21
5.0072,0,0,0,489,23
5.0094,0,0,0,486,26
5.01,0,0,0,485,27
5.0106,0,0,0,483,29
5.0112,0,0,0,481,31
5.0118,0,0,0,478,34
5.0124,0,0,0,476,36
5.013,0,0,0,472,40
5.0136,0,0,0,470,42
5.0142,0,0,0,467,45
5.0148,0,0,0,468,44
5.0148,0,0,0,465,47
5.017,0,0,0,463,49
5.0176,0,0,0,459,53
5.01799,0,0,0,461,51
5.0182,0,0,0,459,53
5.02,0,0,0,460,52
5.0219,0,0,0,462,50
5.02382,0,0,0,464,48
5.03002,0,0,0,467,45
5.03102,0,0,0,470,42
5.03972,0,0,0,473,39
5.04232,0,0,0,476,36
5.04551,0,0,0,478,34
5.04731,0,0,0,480,32
5.05791,0,0,0,482,30
5.06062,0,0,0,484,28
5.09595,0,0,0,487,25
5.10599,0,0,0,490,22
5.15189,0,0,0,494,18
6.0018,0,0,0,491,21
6.0024,0,0,0,490,22
6.003,0,0,0,486,26
6.0036,0,0,0,482,30
6.0042,0,0,0,480,32
6.0048,0,0,0,478,34
6.0054,0,0,0,474,38
6.006,0,0,0,472,40
6.0066,0,0,0,470,42
6.0072,0,0,0,467,45
6.0078,0,0,0,464,48
6.0084,0,0,0,463,49
6.009,0,0,0,461,51
6.0096,0,0,0,459,53
6.0102,0,0,0,458,54
6.0108,0,0,0,455,57
6.0114,0,0,0,451,61
6.012,0,0,0,449,63
6.0126,0,0,0,448,64
6.0132,0,0,0,446,66
6.0152,0,0,0,447,65
6.0166,0,0,0,449,63
6.0176,0,0,0,450,62
6.0184,0,0,0,451,61
6.0196,0,0,0,453,59
6.0226,0,0,0,455,57
6.04618,0,0,0,457,55
6.04798,0,0,0,459,53
6.0523,0,0,0,463,49
6.05452,0,0,0,465,47
6.09682,0,0,0,468,44
6.09742,0,0,0,471,41
6.14095,0,0,0,475,37
6.14335,0,0,0,479,33
7.0018,0,0,0,476,36
7.0024,0,0,0,473,39
7.003,0,0,0,469,43
7.0036,0,0,0,467,45
7.0042,0,0,0,465,47
7.0048,0,0,0,464,48
7.0054,0,0,0,460,52
7.006,0,0,0,459,53
7.0066,0,0,0,458,54
7.0072,0,0,0,457,55
7.0078,0,0,0,455,57
7.0084,0,0,0,452,60
7.009,0,0,0,449,63
7.0096,0,0,0,446,66
7.0098,0,0,0,447,65
7.0102,0,0,0,443,69
7.0116,0,0,0,444,68
7.0122,0,0,0,445,67
7.0124,0,0,0,442,70
7.016,0,0,0,443,69
7.0162,0,0,0,442,70
7.0184,0,0,0,441,71
7.019,0,0,0,438,74
7.0196,0,0,0,434,78
7.0202,0,0,0,432,80
7.0208,0,0,0,428,84
7.0214,0,0,0,425,87
7.022,0,0,0,421,91
7.02228,0,0,0,424,88
7.0226,0,0,0,421,91
7.0248,0,0,0,418,94
7.0262,0,0,0,419,93
7.0284,0,0,0,420,92
7.0308,0,0,0,422,90
7.03295,0,0,0,425,87
7.046,0,0,0,429,83
7.04843,0,0,0,432,80
7.05028,0,0,0,434,78
7.09548,0,0,0,437,75
7.10268,0,0,0,440,72
7.10322,0,0,0,443,69
7.15736,0,0,0,447,65
7.167,0,0,0,451,61
7.16757,0,0,0,455,57
8.0018,0,0,0,453,59
8.0024,0,0,0,450,62
8.003,0,0,0,446,66
8.0036,0,0,0,445,67
8.0042,0,0,0,443,69
8.0048,0,0,0,441,71
8.0054,0,0,0,438,74
8.006,0,0,0,437,75
8.0066,0,0,0,433,79
8.0072,0,0,0,432,80
8.0078,0,0,0,430,82
8.0084,0,0,0,427,85
8.009,0,0,0,424,88
8.0096,0,0,0,422,90
8.0102,0,0,0,420,92
8.0108,0,0,0,417,95
8.0114,0,0,0,413,99
8.012,0,0,0,409,103
8.0126,0,0,0,408,104
8.0132,0,0,0,405,107
8.0138,0,0,0,401,111
8.0144,0,0,0,397,115
8.0148,0,0,0,399,113
8.015,0,0,0,397,115
8.016,0,0,0,398,114
8.0172,0,0,0,396,116
8.0176,0,0,0,397,115
8.0184,0,0,0,399,113
8.0194,0,0,0,395,117
8.0208,0,0,0,397,115
8.0232,0,0,0,396,116
8.02375,0,0,0,399,113
8.0282,0,0,0,400,112
8.03629,0,0,0,403,109
8.04341,0,0,0,405,107
8.04391,0,0,0,409,103
8.05645,0,0,0,411,101
8.05849,0,0,0,413,99
8.09999,0,0,0,416,96
8.14455,0,0,0,420,92
8.14867,0,0,0,424,88
8.15241,0,0,0,428,84
9.0018,0,0,0,426,86
9.0024,0,0,0,424,88
9.003,0,0,0,422,90
9.0036,0,0,0,419,93
9.0042,0,0,0,417,95
9.0048,0,0,0,413,99
9.0054,0,0,0,412,100
9.006,0,0,0,411,101
9.0066,0,0,0,407,105
9.0072,0,0,0,403,109
9.0078,0,0,0,401,111
9.0084,0,0,0,398,114
9.009,0,0,0,396,116
9.0096,0,0,0,394,118
9.0102,0,0,0,393,119
9.0108,0,0,0,392,120
9.011,0,0,0,393,119
9.0114,0,0,0,389,123
9.0124,0,0,0,391,121
9.013,0,0,0,393,119
9.0136,0,0,0,392,120
9.0174,0,0,0,388,124
9.018,0,0,0,387,125
9.0184,0,0,0,389,123
9.0186,0,0,0,388,124
9.0196,0,0,0,390,122
9.0202,0,0,0,393,119
9.0208,0,0,0,394,118
9.0208,0,0,0,390,122
9.023,0,0,0,391,121
9.0236,0,0,0,392,120
9.0262,0,0,0,391,121
9.0286,0,0,0,392,120
9.03,0,0,0,391,121
9.0322,0,0,0,390,122
9.035,0,0,0,391,121
9.0362,0,0,0,392,120
9.042,0,0,0,396,116
9.0422,0,0,0,397,115
9.0448,0,0,0,399,113
9.1278,0,0,0,403,109
9.1414,0,0,0,407,105
10.0018,0,0,0,406,106
10.0024,0,0,0,402,110
10.003,0,0,0,398,114
10.0036,0,0,0,396,116
10.0042,0,0,0,393,119
10.0048,0,0,0,389,123
10.0054,0,0,0,388,124
10.006,0,0,0,385,127
10.0066,0,0,0,383,129
10.0072,0,0,0,381,131
10.0078,0,0,0,380,132
10.0084,0,0,0,378,134
10.009,0,0,0,377,135
10.0096,0,0,0,375,137
10.0102,0,0,0,372,140
10.0104,0,0,0,373,139
10.0108,0,0,0,371,141
10.0118,0,0,0,372,140
10.013,0,0,0,370,142
10.014,0,0,0,371,141
10.0142,0,0,0,373,139
10.0152,0,0,0,371,141
10.0178,0,0,0,373,139
10.019,0,0,0,369,143
10.0212,0,0,0,368,144
10.0218,0,0,0,365,147
10.0224,0,0,0,361,151
10.023,0,0,0,359,153
10.0236,0,0,0,361,151
10.0236,0,0,0,359,153
10.0258,0,0,0,361,151
10.0258,0,0,0,357,155
10.0336,0,0,0,359,153
10.0439,0,0,0,363,149
10.0468,0,0,0,367,145
10.0482,0,0,0,369,143
10.05,0,0,0,371,141
10.0512,0,0,0,373,139
10.0524,0,0,0,375,137
10.102,0,0,0,378,134
10.1552,0,0,0,382,130
10.1568,0,0,0,386,126
11.0018,0,0,0,384,128
11.0024,0,0,0,382,130
11.003,0,0,0,381,131
11.0036,0,0,0,378,134
11.0042,0,0,0,377,135
11.0048,0,0,0,373,139
11.0054,0,0,0,372,140
11.006,0,0,0,371,141
11.0066,0,0,0,368,144
11.0072,0,0,0,366,146
11.0078,0,0,0,364,148
11.008,0,0,0,365,147
11.0084,0,0,0,361,151
11.0092,0,0,0,362,150
11.0104,0,0,0,363,149
11.0106,0,0,0,360,152
11.0144,0,0,0,357,155
11.015,0,0,0,353,159
11.0156,0,0,0,351,161
11.0162,0,0,0,348,164
11.0168,0,0,0,345,167
11.0174,0,0,0,343,169
11.0178,0,0,0,345,167
11.018,0,0,0,343,169
11.0221,0,0,0,346,166
11.028,0,0,0,348,164
11.0405,0,0,0,352,160
11.0427,0,0,0,354,158
11.0451,0,0,0,358,154
11.0517,0,0,0,362,150
11.0589,0,0,0,364,148
11.0939,0,0,0,367,145
11.1034,0,0,0,370,142
11.1039,0,0,0,373,139
12.0018,0,0,0,372,140
12.0024,0,0,0,368,144
12.003,0,0,0,364,148
12.0036,0,0,0,360,152
12.0042,0,0,0,358,154
12.0048,0,0,0,354,158
12.0054,0,0,0,352,160
12.006,0,0,0,350,162
12.0066,0,0,0,347,165
12.0072,0,0,0,345,167
12.0078,0,0,0,344,168
12.0084,0,0,0,343,169
12.009,0,0,0,340,172
12.0096,0,0,0,338,174
12.0102,0,0,0,334,178
12.0108,0,0,0,333,179
12.0114,0,0,0,332,180
12.012,0,0,0,330,182
12.0126,0,0,0,329,183
12.0134,0,0,0,330,182
12.0158,0,0,0,331,181
12.0166,0,0,0,333,179
12.0178,0,0,0,335,177
12.0226,0,0,0,336,176
12.0236,0,0,0,339,173
12.046,0,0,0,341,171
12.0526,0,0,0,343,169
12.09,0,0,0,346,166
12.1273,0,0,0,350,162
12.1327,0,0,0,354,158
13.0018,0,0,0,350,162
13.0024,0,0,0,348,164
13.003,0,0,0,346,166
13.0036,0,0,0,343,169
13.0042,0,0,0,342,170
13.0048,0,0,0,338,174
13.0054,0,0,0,334,178
13.006,0,0,0,330,182
13.0066,0,0,0,326,186
13.0072,0,0,0,325,187
13.0078,0,0,0,324,188
13.0084,0,0,0,320,192
13.009,0,0,0,318,194
13.0096,0,0,0,315,197
13.0102,0,0,0,311,201
13.0108,0,0,0,307,205
13.0114,0,0,0,306,206
13.012,0,0,0,304,208
13.0126,0,0,0,303,209
13.0132,0,0,0,300,212
13.0137,0,0,0,302,210
13.0138,0,0,0,298,214
13.016,0,0,0,296,216
13.0166,0,0,0,292,220
13.0172,0,0,0,293,219
13.0172,0,0,0,289,223
13.0176,0,0,0,290,222
13.0194,0,0,0,288,224
13.0202,0,0,0,290,222
13.0214,0,0,0,291,221
13.0216,0,0,0,287,225
13.031,0,0,0,290,222
13.0467,0,0,0,293,219
13.0537,0,0,0,295,217
13.0556,0,0,0,299,213
13.0632,0,0,0,301,211
13.069,0,0,0,305,207
13.0757,0,0,0,309,203
13.1175,0,0,0,312,200
13.18,0,0,0,316,196
13.1806,0,0,0,320,192
13.1812,0,0,0,324,188
13.1843,0,0,0,328,184
13.1868,0,0,0,332,180
14.0018,0,0,0,330,182
14.0024,0,0,0,326,186
14.003,0,0,0,324,188
14.0036,0,0,0,320,192
14.0042,0,0,0,317,195
14.0048,0,0,0,313,199
14.0054,0,0,0,312,200
14.006,0,0,0,309,203
14.0066,0,0,0,308,204
14.0072,0,0,0,304,208
14.0078,0,0,0,300,212
14.0084,0,0,0,296,216
14.009,0,0,0,294,218
14.0096,0,0,0,293,219
14.0102,0,0,0,291,221
14.0108,0,0,0,290,222
14.0114,0,0,0,289,223
14.012,0,0,0,285,227
14.0126,0,0,0,283,229
14.0132,0,0,0,282,230
14.0166,0,0,0,283,229
14.0435,0,0,0,287,225
14.0508,0,0,0,289,223
14.0516,0,0,0,293,219
14.0523,0,0,0,297,215
14.0532,0,0,0,299,213
14.097,0,0,0,302,210
14.1453,0,0,0,306,206
14.1489,0,0,0,310,202
14.1515,0,0,0,314,198
15.0018,0,0,0,312,200
15.0024,0,0,0,308,204
15.003,0,0,0,305,207
15.0036,0,0,0,301,211
15.0042,0,0,0,298,214
15.0048,0,0,0,294,218
15.0054,0,0,0,292,220
15.006,0,0,0,291,221
15.0066,0,0,0,289,223
15.0072,0,0,0,286,226
15.0078,0,0,0,284,228
15.0084,0,0,0,281,231
15.009,0,0,0,280,232
15.0096,0,0,0,276,236
15.0102,0,0,0,275,237
15.0108,0,0,0,272,240
15.0114,0,0,0,271,241
15.012,0,0,0,268,244
15.0124,0,0,0,270,242
15.0126,0,0,0,269,243
15.0148,0,0,0,266,246
15.0154,0,0,0,263,249
15.016,0,0,0,265,247
15.016,0,0,0,262,250
15.0182,0,0,0,259,253
15.0184,0,0,0,261,251
15.0188,0,0,0,260,252
15.0202,0,0,0,261,251
15.021,0,0,0,260,252
15.0214,0,0,0,261,251
15.0226,0,0,0,262,250
15.0232,0,0,0,261,251
15.027,0,0,0,257,255
15.0276,0,0,0,253,259
15.0282,0,0,0,249,263
15.0288,0,0,0,250,262
15.031,0,0,0,253,259
15.04,0,0,0,256,256
15.0405,0,0,0,259,253
15.0474,0,0,0,263,249
15.0479,0,0,0,265,247
15.0518,0,0,0,269,243
15.1001,0,0,0,272,240
15.1021,0,0,0,275,237
15.141,0,0,0,279,233
15.1566,0,0,0,283,229
16.0018,0,0,0,280,232
16.0024,0,0,0,277,235
16.003,0,0,0,273,239
16.0036,0,0,0,269,243
16.0042,0,0,0,271,241
16.0042,0,0,0,269,243
16.0064,0,0,0,265,247
16.007,0,0,0,261,251
16.0076,0,0,0,257,255
16.0082,0,0,0,255,257
16.0088,0,0,0,254,258
16.0094,0,0,0,250,262
16.01,0,0,0,247,265
16.0106,0,0,0,244,268
16.0112,0,0,0,241,271
16.0118,0,0,0,238,274
16.0124,0,0,0,234,278
16.013,0,0,0,233,279
16.0136,0,0,0,230,282
16.0138,0,0,0,231,281
16.0142,0,0,0,228,284
16.0164,0,0,0,225,287
16.017,0,0,0,223,289
16.0176,0,0,0,220,292
16.0182,0,0,0,218,294
16.0209,0,0,0,221,291
16.0219,0,0,0,224,288
16.0351,0,0,0,227,285
16.0485,0,0,0,231,281
16.0582,0,0,0,233,279
16.0593,0,0,0,235,277
16.105,0,0,0,238,274
16.1071,0,0,0,241,271
16.1442,0,0,0,245,267
16.1482,0,0,0,249,263
16.1527,0,0,0,253,259
17.0018,0,0,0,251,261
17.0024,0,0,0,247,265
17.003,0,0,0,243,269
17.0036,0,0,0,241,271
17.0042,0,0,0,237,275
17.0048,0,0,0,234,278
17.0054,0,0,0,232,280
17.006,0,0,0,228,284
17.0066,0,0,0,224,288
17.0072,0,0,0,221,291
17.0078,0,0,0,218,294
17.0084,0,0,0,215,297
17.009,0,0,0,213,299
17.0096,0,0,0,210,302
17.0102,0,0,0,206,306
17.0108,0,0,0,204,308
17.0114,0,0,0,203,309
17.012,0,0,0,200,312
17.0126,0,0,0,199,313
17.0132,0,0,0,196,316
17.0138,0,0,0,194,318
17.0143,0,0,0,196,316
17.0144,0,0,0,192,320
17.0166,0,0,0,190,322
17.0172,0,0,0,188,324
17.0178,0,0,0,186,326
17.0214,0,0,0,187,325
17.0226,0,0,0,188,324
17.0365,0,0,0,191,321
17.0428,0,0,0,194,318
17.0453,0,0,0,197,315
17.0553,0,0,0,199,313
17.0593,0,0,0,201,311
17.0646,0,0,0,203,309
17.0689,0,0,0,205,307
17.1244,0,0,0,208,304
17.1275,0,0,0,211,301
17.1281,0,0,0,214,298
17.1812,0,0,0,218,294
17.1824,0,0,0,222,290
17.1848,0,0,0,226,286
17.1885,0,0,0,230,282
18.0018,0,0,0,226,286
18.0024,0,0,0,222,290
18.003,0,0,0,220,292
18.0036,0,0,0,216,296
18.0042,0,0,0,212,300
18.0048,0,0,0,211,301
18.0054,0,0,0,208,304
18.006,0,0,0,204,308
18.0066,0,0,0,201,311
18.0072,0,0,0,200,312
18.0078,0,0,0,197,315
18.0084,0,0,0,194,318
18.009,0,0,0,191,321
18.0096,0,0,0,189,323
18.0102,0,0,0,185,327
18.0108,0,0,0,182,330
18.0114,0,0,0,178,334
18.012,0,0,0,177,335
18.0126,0,0,0,176,336
18.0132,0,0,0,174,338
18.0136,0,0,0,176,336
18.0172,0,0,0,177,335
18.0202,0,0,0,179,333
18.022,0,0,0,180,332
18.0305,0,0,0,183,329
18.1024,0,0,0,186,326
18.1054,0,0,0,189,323
18.1059,0,0,0,192,320
18.1589,0,0,0,196,316
18.1607,0,0,0,200,312
18.1613,0,0,0,204,308
18.1665,0,0,0,208,304
19.0018,0,0,0,206,306
19.0024,0,0,0,205,307
19.003,0,0,0,201,311
19.0036,0,0,0,197,315
19.0042,0,0,0,194,318
19.0048,0,0,0,193,319
19.0054,0,0,0,189,323
19.006,0,0,0,188,324
19.0066,0,0,0,184,328
19.0072,0,0,0,182,330
19.0074,0,0,0,183,329
19.0078,0,0,0,182,330
19.01,0,0,0,178,334
19.0106,0,0,0,177,335
19.0112,0,0,0,175,337
19.0118,0,0,0,174,338
19.0124,0,0,0,176,336
19.0124,0,0,0,172,340
19.0146,0,0,0,170,342
19.0148,0,0,0,171,341
19.0156,0,0,0,172,340
19.016,0,0,0,173,339
19.0168,0,0,0,174,338
19.0178,0,0,0,176,336
19.0218,0,0,0,178,334
19.0382,0,0,0,182,330
19.085,0,0,0,185,327
19.1272,0,0,0,189,323
19.1278,0,0,0,193,319
19.1296,0,0,0,197,315
20.0018,0,0,0,200,312
20.0018,0,0,0,197,315
20.004,0,0,0,194,318
20.0046,0,0,0,192,320
20.0052,0,0,0,188,324
20.0058,0,0,0,187,325
20.0064,0,0,0,184,328
20.007,0,0,0,182,330
20.0076,0,0,0,180,332
20.0082,0,0,0,178,334
20.0088,0,0,0,175,337
20.0094,0,0,0,174,338
20.01,0,0,0,170,342
20.0106,0,0,0,169,343
20.0112,0,0,0,168,344
20.0118,0,0,0,167,345
20.0124,0,0,0,165,347
20.013,0,0,0,164,348
20.0136,0,0,0,163,349
20.0142,0,0,0,162,350
20.0144,0,0,0,163,349
20.0148,0,0,0,161,351
20.0158,0,0,0,162,350
20.0168,0,0,0,163,349
20.017,0,0,0,161,351
20.0176,0,0,0,163,349
20.018,0,0,0,164,348
20.0188,0,0,0,166,346
20.0206,0,0,0,167,345
20.0208,0,0,0,166,346
20.0212,0,0,0,167,345
20.023,0,0,0,169,343
20.0242,0,0,0,170,342
20.0258,0,0,0,171,341
20.0278,0,0,0,170,342
20.0328,0,0,0,171,341
20.0346,0,0,0,175,337
20.0348,0,0,0,174,338
20.0386,0,0,0,171,341
20.0392,0,0,0,167,345
20.0398,0,0,0,166,346
20.0404,0,0,0,163,349
20.0448,0,0,0,164,348
20.0452,0,0,0,166,346
20.0482,0,0,0,168,344
20.0565,0,0,0,171,341
20.0583,0,0,0,174,338
20.0854,0,0,0,177,335
20.0876,0,0,0,180,332
20.09,0,0,0,183,329
20.165,0,0,0,187,325
21.0018,0,0,0,185,327
21.0024,0,0,0,182,330
21.003,0,0,0,181,331
21.0036,0,0,0,179,333
21.0042,0,0,0,176,336
21.0048,0,0,0,172,340
21.0054,0,0,0,170,342
21.006,0,0,0,168,344
21.0066,0,0,0,164,348
21.0072,0,0,0,160,352
21.0078,0,0,0,158,354
21.008,0,0,0,159,353
21.0084,0,0,0,158,354
21.0106,0,0,0,157,355
21.0112,0,0,0,154,358
21.0118,0,0,0,151,361
21.0124,0,0,0,148,364
21.013,0,0,0,144,368
21.0134,0,0,0,145,367
21.0136,0,0,0,144,368
21.0158,0,0,0,140,372
21.016,0,0,0,142,370
21.0164,0,0,0,141,371
21.0186,0,0,0,140,372
21.0192,0,0,0,138,374
21.0198,0,0,0,135,377
21.0204,0,0,0,134,378
21.021,0,0,0,130,382
21.0216,0,0,0,126,386
21.0222,0,0,0,125,387
21.0236,0,0,0,126,386
21.0263,0,0,0,129,383
21.0301,0,0,0,131,381
21.0304,0,0,0,132,380
21.0383,0,0,0,135,377
21.0398,0,0,0,138,374
21.0495,0,0,0,142,370
21.0495,0,0,0,144,368
21.0513,0,0,0,146,366
21.0516,0,0,0,150,362
21.058,0,0,0,154,358
21.0604,0,0,0,158,354
21.1109,0,0,0,161,351
21.1482,0,0,0,165,347
22.0018,0,0,0,163,349
22.0024,0,0,0,160,352
22.003,0,0,0,156,356
